Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1961","1961","ha","90000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1962","1962","ha","90000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1963","1963","ha","100000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1964","1964","ha","100000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1965","1965","ha","100000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1966","1966","ha","97000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1967","1967","ha","97000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1968","1968","ha","97000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1969","1969","ha","95000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1970","1970","ha","95000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1971","1971","ha","95000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1972","1972","ha","104000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1973","1973","ha","104000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1974","1974","ha","104000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1975","1975","ha","103573","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1976","1976","ha","149327","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1977","1977","ha","179612","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1978","1978","ha","201311","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1979","1979","ha","181786","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1980","1980","ha","179705","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1981","1981","ha","96544","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1982","1982","ha","151708","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1983","1983","ha","181524","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1984","1984","ha","122629","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1985","1985","ha","87154","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1986","1986","ha","94482","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1987","1987","ha","119549","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1988","1988","ha","240627","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1989","1989","ha","170693","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1990","1990","ha","151116","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1991","1991","ha","187092","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","ha","332896","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","ha","436351","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","ha","303196","T","Unofficial figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","ha","300000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","ha","325595","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","ha","350177","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","ha","367606","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","ha","367548","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","ha","344434","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","ha","569271","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","ha","547028","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","ha","476618","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","ha","410573","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","ha","446931","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","ha","473089","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","ha","565415","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","ha","604281","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","ha","573321","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","ha","569600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","ha","693534","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","ha","693700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","ha","696692","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","ha","738353","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","ha","683055","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","ha","884000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","ha","1546000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","ha","1564000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","ha","1587000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","1546000","A","Official figure"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1961","1961","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1962","1962","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1963","1963","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1964","1964","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1965","1965","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1966","1966","hg/ha","4948","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1967","1967","hg/ha","4948","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1968","1968","hg/ha","4948","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1969","1969","hg/ha","4526","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1970","1970","hg/ha","4526","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1971","1971","hg/ha","4526","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1972","1972","hg/ha","4327","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1973","1973","hg/ha","4327","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1974","1974","hg/ha","4327","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1975","1975","hg/ha","4361","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1976","1976","hg/ha","4679","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1977","1977","hg/ha","6150","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1978","1978","hg/ha","5036","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1979","1979","hg/ha","5084","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1980","1980","hg/ha","5698","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1981","1981","hg/ha","5933","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1982","1982","hg/ha","5008","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1983","1983","hg/ha","6400","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1984","1984","hg/ha","6053","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1985","1985","hg/ha","5265","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1986","1986","hg/ha","5320","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1987","1987","hg/ha","4622","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1988","1988","hg/ha","5441","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1989","1989","hg/ha","3960","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1990","1990","hg/ha","5912","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1991","1991","hg/ha","4797","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","hg/ha","4632","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","hg/ha","4117","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","hg/ha","3589","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","hg/ha","3667","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","hg/ha","4039","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","hg/ha","4253","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","hg/ha","4381","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","hg/ha","4709","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","hg/ha","4840","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","hg/ha","4303","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","hg/ha","2968","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","hg/ha","5345","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","hg/ha","5531","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","hg/ha","5844","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","hg/ha","5681","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","hg/ha","7013","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","hg/ha","6575","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","hg/ha","6844","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","hg/ha","7367","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","hg/ha","7747","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","hg/ha","7746","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","hg/ha","7840","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","hg/ha","7909","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","hg/ha","7993","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","hg/ha","7149","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","hg/ha","9890","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","hg/ha","9610","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","hg/ha","9124","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","hg/ha","9256","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1961","1961","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1962","1962","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1963","1963","tonnes","50000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1964","1964","tonnes","50000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1965","1965","tonnes","50000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1966","1966","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1967","1967","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1968","1968","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1969","1969","tonnes","43000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1970","1970","tonnes","43000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1971","1971","tonnes","43000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1972","1972","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1973","1973","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1974","1974","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1975","1975","tonnes","45164","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1976","1976","tonnes","69869","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1977","1977","tonnes","110462","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1978","1978","tonnes","101387","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1979","1979","tonnes","92414","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1980","1980","tonnes","102404","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1981","1981","tonnes","57277","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1982","1982","tonnes","75978","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1983","1983","tonnes","116173","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1984","1984","tonnes","74223","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1985","1985","tonnes","45885","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1986","1986","tonnes","50263","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1987","1987","tonnes","55258","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1988","1988","tonnes","130922","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1989","1989","tonnes","67593","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1990","1990","tonnes","89343","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1991","1991","tonnes","89749","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","tonnes","154200","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","tonnes","179637","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","tonnes","108812","T","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","tonnes","110000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","tonnes","131516","I","Imputed value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","tonnes","148917","I","Imputed value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","tonnes","161065","I","Imputed value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","tonnes","173088","I","Imputed value"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","tonnes","166692","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","tonnes","244943","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","tonnes","162362","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","tonnes","254737","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","tonnes","227099","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","tonnes","261170","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","tonnes","268776","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","tonnes","396517","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","tonnes","397286","A","Official figure"
