Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2008","2008","°C","0.242","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2009","2009","°C","0.835","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","1.84","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","0.173","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","0.49","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","0.598","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","-0.018","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","0.05","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","1.366","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","0.977","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","0.967","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","0.781","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","0.071","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7017","Mar–Apr–May","2021","2021","°C","0.467","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1961","1961","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1962","1962","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1963","1963","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1964","1964","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1965","1965","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1966","1966","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1967","1967","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1968","1968","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1969","1969","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1970","1970","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1971","1971","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1972","1972","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1973","1973","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1974","1974","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1975","1975","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1976","1976","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1977","1977","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1978","1978","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1979","1979","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1980","1980","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1981","1981","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1982","1982","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1983","1983","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1984","1984","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1985","1985","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1986","1986","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1987","1987","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1988","1988","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1989","1989","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1990","1990","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1991","1991","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1992","1992","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1993","1993","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1994","1994","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1995","1995","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1996","1996","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1997","1997","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1998","1998","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","1999","1999","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2000","2000","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2001","2001","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2002","2002","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2003","2003","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2004","2004","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2005","2005","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2006","2006","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2007","2007","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2008","2008","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2009","2009","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2010","2010","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2011","2011","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2012","2012","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2013","2013","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2014","2014","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2015","2015","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2016","2016","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2017","2017","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2018","2018","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2019","2019","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2020","2020","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7017","Mar–Apr–May","2021","2021","°C","0.484","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1961","1961","°C","-0.269","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1962","1962","°C","0.058","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1963","1963","°C","0.14","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1964","1964","°C","-0.119","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1965","1965","°C","0.23","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1966","1966","°C","0.336","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1967","1967","°C","0.091","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1968","1968","°C","0.058","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1969","1969","°C","0.234","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1970","1970","°C","-0.125","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1971","1971","°C","-0.716","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1972","1972","°C","0.697","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1973","1973","°C","-0.029","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1974","1974","°C","-0.024","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1975","1975","°C","-0.352","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1976","1976","°C","-0.348","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1977","1977","°C","-0.266","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1978","1978","°C","-0.56","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1979","1979","°C","0.513","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1980","1980","°C","-0.236","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1981","1981","°C","0.184","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1982","1982","°C","0.373","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1983","1983","°C","0.433","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1984","1984","°C","-0.281","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1985","1985","°C","-0.236","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1986","1986","°C","-0.01","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1987","1987","°C","1.053","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1988","1988","°C","0.076","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1989","1989","°C","-0.288","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1990","1990","°C","-0.186","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1991","1991","°C","0.115","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1992","1992","°C","0.395","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1993","1993","°C","0.416","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1994","1994","°C","-0.32","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1995","1995","°C","0.732","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1996","1996","°C","0.013","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1997","1997","°C","0.275","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1998","1998","°C","0.815","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","1999","1999","°C","0.026","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2000","2000","°C","-0.007","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2001","2001","°C","-0.081","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2002","2002","°C","0.794","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2003","2003","°C","0.617","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2004","2004","°C","0.295","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2005","2005","°C","0.839","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2006","2006","°C","0.309","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2007","2007","°C","0.457","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2008","2008","°C","-0.15","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2009","2009","°C","1.11","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","0.764","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","0.253","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","0.843","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","-0.023","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.175","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","0.712","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","0.654","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","0.573","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","0.533","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","1.227","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","0.531","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°C","0.483","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1961","1961","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1962","1962","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1963","1963","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1964","1964","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1965","1965","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1966","1966","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1967","1967","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1968","1968","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1969","1969","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1970","1970","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1971","1971","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1972","1972","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1973","1973","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1974","1974","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1975","1975","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1976","1976","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1977","1977","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1978","1978","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1979","1979","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1980","1980","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1981","1981","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1982","1982","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1983","1983","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1984","1984","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1985","1985","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1986","1986","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1987","1987","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1988","1988","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1989","1989","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1990","1990","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1991","1991","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1992","1992","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1993","1993","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1994","1994","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1995","1995","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1996","1996","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1997","1997","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1998","1998","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","1999","1999","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2000","2000","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2001","2001","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2002","2002","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2003","2003","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2004","2004","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2005","2005","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2006","2006","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2007","2007","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2008","2008","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2009","2009","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2010","2010","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2011","2011","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2012","2012","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2013","2013","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2014","2014","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2015","2015","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2020","2020","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7018","Jun–Jul–Aug","2021","2021","°C","0.343","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1961","1961","°C","-0.671","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1962","1962","°C","-0.554","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1963","1963","°C","0.277","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1964","1964","°C","-0.251","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1965","1965","°C","0.294","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1966","1966","°C","0.248","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1967","1967","°C","-0.255","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1968","1968","°C","0.13","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1969","1969","°C","0.359","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1970","1970","°C","-0.119","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1971","1971","°C","-0.293","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1972","1972","°C","0.095","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1973","1973","°C","-0.273","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1974","1974","°C","0.087","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1975","1975","°C","-0.559","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1976","1976","°C","0.754","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1977","1977","°C","0.461","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1978","1978","°C","0.211","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1979","1979","°C","0.851","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1980","1980","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1981","1981","°C","-0.101","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1982","1982","°C","0.297","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1983","1983","°C","-0.365","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1984","1984","°C","-0.394","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1985","1985","°C","-0.211","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1986","1986","°C","0.4","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1987","1987","°C","0.812","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1988","1988","°C","0.183","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1989","1989","°C","0.26","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1990","1990","°C","0.024","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1991","1991","°C","-0.048","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1992","1992","°C","-0.041","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1993","1993","°C","0.216","E","Estimated value"
